,A,B,C
4773,2,7,4
4774,1,8,0
4775,0,3,1
4776,0,3,1
4777,2,5,0
4778,1,4,0
4779,1,10,0
4780,1,5,0
4781,2,4,1
4782,2,6,0
4783,2,3,2
4784,2,5,0
4785,3,3,0
4786,2,2,1
4787,2,0,2
4788,2,9,1
4789,1,6,0
4790,1,4,3
4791,2,9,0
4792,1,3,0
4793,0,6,1
4794,0,5,1
4795,1,3,0
4796,1,4,0
4797,0,3,1
4798,0,5,1
4799,5,6,2
4800,3,4,0
4801,2,5,0
4802,2,2,3
4803,0,5,0
4804,2,5,0
4805,1,8,1
4806,1,4,2
4807,5,4,0
4808,0,2,0
4809,1,5,1
4810,3,6,0
4811,1,4,1
4812,2,6,1
4813,1,5,2
4814,4,4,1
4815,1,6,0
4816,2,3,0
4817,1,3,0
4818,1,4,0
4819,1,5,0
4820,2,5,0
4821,0,5,0
4822,0,1,0
4823,0,4,1
4824,4,6,0
4825,1,11,1
4826,0,6,0
4827,1,7,0
4828,4,4,1
4829,2,5,1
4830,1,2,0
4831,3,3,4
4832,1,7,1
4833,1,3,0
4834,2,4,3
4835,2,3,1
4836,2,7,2
4837,2,3,1
4838,4,2,0
4839,4,5,0
4840,0,4,1
4841,0,7,1
4842,1,4,0
4843,2,7,0
4844,1,2,0
4845,1,4,0
4846,2,7,1
4847,3,2,0
4848,2,6,1
4849,3,1,0
4850,1,6,1
4851,1,5,2
4852,1,8,1
4853,1,5,2
4854,2,8,0
4855,4,4,0
4856,1,5,1
4857,2,0,4
4858,1,5,0
4859,2,8,0
4860,1,4,1
4861,2,6,1
4862,2,2,2
4863,4,3,1
4864,1,7,0
4865,1,9,2
4866,1,5,0
4867,1,5,0
4868,3,7,0
4869,1,8,0
4870,1,4,2
4871,1,6,2
4872,1,5,0
4873,3,3,0
4874,1,4,1
4875,3,6,0
4876,1,6,1
4877,3,2,0
4878,0,2,0
4879,1,5,0
4880,2,6,0
4881,2,5,2
4882,2,11,1
4883,4,3,1
4884,1,5,0
4885,6,4,1
4886,2,5,0
4887,1,3,0
4888,3,1,1
4889,1,6,2
4890,2,3,2
4891,1,5,2
4892,1,6,2
4893,1,7,1
4894,1,8,0
4895,1,4,1
4896,2,3,2
4897,2,3,1
4898,1,3,2
4899,0,7,0
4900,2,4,1
4901,3,4,0
4902,2,4,1
4903,1,4,1
4904,2,4,0
4905,2,5,0
4906,1,1,2
4907,2,5,0
4908,3,4,0
4909,3,4,1
4910,1,2,1
4911,1,4,0
4912,3,2,0
4913,1,6,2
4914,4,9,2
4915,4,4,2
4916,0,1,2
4917,4,3,1
4918,2,4,1
4919,3,3,0
4920,1,4,0
4921,2,3,1
4922,2,2,0
4923,0,1,0
4924,6,4,0
4925,1,5,0
4926,3,3,1
4927,1,6,0
4928,1,3,1
4929,3,2,0
4930,1,3,0
4931,1,6,3
4932,2,3,0
4933,1,4,1
4934,3,5,0
4935,1,7,0
4936,3,6,0
4937,1,5,1
4938,1,6,1
4939,3,4,0
4940,0,3,1
4941,2,7,2
4942,3,7,1
4943,1,4,1
4944,2,0,0
4945,2,5,0
4946,1,4,1
4947,2,7,0
4948,3,6,1
4949,2,0,1
4950,2,1,1
4951,0,8,1
4952,1,4,2
4953,2,1,0
4954,1,8,0
4955,1,3,1
4956,2,2,0
4957,1,2,2
4958,2,5,1
4959,1,5,0
4960,1,7,1
4961,1,6,0
4962,0,8,1
4963,0,9,1
4964,5,7,0
4965,2,7,0
4966,4,5,1
4967,2,3,0
4968,0,1,1
4969,1,3,1
4970,3,5,1
4971,2,6,3
4972,1,5,0
4973,2,5,0
4974,1,4,2
4975,2,9,0
4976,4,3,1
4977,1,5,0
4978,1,6,0
4979,1,3,0
4980,0,9,1
4981,2,4,0
4982,2,9,2
4983,0,9,2
4984,1,5,1
4985,2,3,2
4986,1,5,2
4987,0,3,1
4988,2,8,0
4989,1,3,2
4990,2,7,1
4991,3,9,3
4992,2,9,1
4993,1,2,0
4994,0,3,0
4995,1,2,0
4996,0,5,0
4997,3,4,0
4998,1,4,1
4999,3,3,2
5000,2,4,0
5001,1,6,1
5002,2,4,0
5003,2,2,3
5004,2,4,3
5005,1,5,1
5006,2,7,2
5007,6,4,1
5008,3,3,0
5009,5,5,1
5010,3,8,0
5011,3,5,1
5012,3,4,0
5013,2,3,2
5014,2,5,2
5015,3,4,0
5016,3,4,0
5017,0,4,0
5018,0,5,0
5019,0,6,2
5020,2,5,0
5021,1,5,1
5022,4,5,2
5023,1,6,2
5024,3,2,3
5025,2,6,0
5026,1,5,1
5027,2,1,1
5028,1,4,0
5029,5,5,1
5030,3,4,1
5031,3,5,0
5032,1,4,0
5033,1,10,0
5034,2,3,1
5035,1,5,1
5036,0,6,1
5037,1,4,0
5038,0,8,0
5039,2,3,1
5040,0,4,0
5041,0,5,0
5042,2,4,0
5043,0,2,1
5044,1,3,0
5045,1,4,0
5046,0,1,2
5047,2,2,0
5048,2,7,4
5049,0,2,2
5050,2,7,0
5051,2,5,0
5052,5,6,0
5053,2,7,2
5054,3,2,0
5055,3,2,0
5056,1,4,3
5057,2,3,2
5058,1,2,0
5059,2,3,0
5060,1,8,2
5061,1,3,0
5062,3,2,0
5063,2,8,0
5064,4,1,0
5065,2,1,1
5066,1,5,2
5067,2,3,0
5068,2,5,1
5069,2,7,0
5070,3,4,0
5071,0,3,0
5072,1,4,0
5073,2,4,1
5074,0,6,1
5075,2,4,0
5076,3,4,2
5077,3,5,1
5078,1,6,0
5079,1,5,2
5080,1,4,1
5081,1,5,2
5082,3,8,0
5083,0,6,2
5084,0,3,2
5085,2,7,1
5086,1,3,1
5087,2,3,1
5088,1,3,2
5089,2,6,1
5090,2,4,1
5091,1,4,1
5092,2,5,0
5093,1,2,1
5094,3,3,0
5095,1,2,0
5096,1,6,0
5097,1,1,1
5098,0,5,0
5099,4,4,1
5100,0,4,2
5101,3,6,0
5102,2,2,1
5103,0,2,2
5104,0,4,2
5105,3,6,0
5106,1,5,1
5107,2,4,2
5108,3,3,0
5109,2,7,2
5110,2,5,0
5111,2,3,1
5112,1,6,0
5113,2,6,0
5114,0,3,3
5115,2,4,2
5116,3,6,2
5117,3,4,0
5118,0,4,2
5119,1,11,0
5120,2,2,4
5121,3,3,0
5122,2,4,0
5123,1,1,0
5124,4,5,2
5125,2,6,0
5126,1,3,1
5127,2,9,0
5128,2,1,0
5129,0,2,1
5130,0,5,3
5131,2,6,2
5132,5,5,1
5133,2,11,4
5134,1,3,1
5135,1,7,0
5136,4,4,0
5137,2,4,2
5138,1,6,0
5139,0,6,1
5140,1,6,0
5141,3,3,1
5142,2,5,1
5143,3,4,1
5144,2,3,0
5145,0,8,2
5146,2,3,0
5147,1,3,2
5148,3,3,0
5149,3,5,1
5150,1,5,1
5151,2,4,0
5152,0,6,0
5153,2,3,3
5154,2,4,0
5155,0,3,2
5156,3,3,1
5157,6,5,1
5158,2,3,0
5159,4,5,3
5160,2,3,0
5161,1,1,0
5162,1,3,1
5163,2,2,0
5164,3,3,0
5165,1,4,1
5166,1,3,2
5167,2,3,1
5168,1,4,0
5169,1,7,1
5170,1,8,0
5171,1,5,0
5172,0,5,1
5173,5,2,0
5174,0,5,1
5175,1,5,0
5176,0,3,0
5177,1,5,2
5178,2,4,1
5179,3,3,2
5180,5,10,1
5181,0,3,2
5182,3,5,2
5183,2,3,1
5184,2,8,0
5185,0,3,1
5186,2,7,1
5187,0,4,1
5188,3,7,1
5189,0,2,1
5190,4,6,3
5191,3,6,1
5192,1,5,0
5193,2,3,2
5194,2,4,1
5195,0,11,2
5196,2,3,0
5197,1,5,0
5198,2,2,1
5199,0,6,2
5200,4,5,0
5201,2,5,0
5202,1,5,0
5203,0,5,1
5204,2,2,2
5205,1,5,1
5206,3,4,4
5207,5,5,2
5208,2,5,0
5209,2,4,0
5210,0,4,2
5211,0,2,0
5212,3,7,0
5213,5,7,1
5214,1,6,1
5215,2,1,2
5216,1,6,1
5217,3,6,1
5218,1,2,1
5219,0,1,2
5220,2,3,1
5221,0,5,0
5222,1,4,2
5223,5,5,1
5224,2,6,0
5225,0,2,1
5226,2,5,0
5227,6,3,2
5228,2,2,3
5229,1,9,2
5230,3,6,1
5231,4,7,2
5232,3,2,1
5233,2,2,1
5234,3,4,1
5235,1,9,1
5236,1,2,3
5237,0,5,1
5238,4,5,0
5239,1,4,0
5240,2,4,0
5241,0,2,0
5242,2,4,1
5243,2,7,0
5244,1,3,0
5245,3,1,1
5246,1,4,0
5247,3,0,0
5248,0,5,2
5249,1,5,2
5250,2,5,2
5251,0,4,0
5252,1,4,2
5253,2,6,0
5254,1,3,0
5255,4,8,0
5256,3,3,0
5257,2,6,1
5258,1,4,0
5259,5,1,2
5260,2,5,2
5261,1,4,1
5262,3,4,0
5263,0,4,0
5264,1,0,0
5265,1,6,2
5266,2,8,0
5267,1,5,1
5268,1,6,0
5269,2,3,0
5270,1,2,3
5271,1,7,0
5272,2,5,1
5273,1,5,1
5274,4,6,0
5275,2,4,0
5276,1,2,0
5277,1,3,2
5278,2,6,1
5279,1,5,2
5280,3,2,1
5281,0,3,0
5282,3,3,0
5283,3,3,0
5284,1,6,0
5285,1,6,1
5286,1,7,0
5287,3,4,2
5288,4,3,1
5289,0,6,0
5290,2,3,0
5291,0,6,0
5292,1,2,0
5293,1,4,0
5294,4,2,2
5295,1,9,1
5296,1,3,1
5297,1,4,1
5298,3,3,0
5299,0,2,0
5300,2,3,2
5301,2,3,0
5302,1,4,1
5303,1,5,0
5304,1,6,1
5305,3,4,0
5306,3,6,3
5307,1,4,0
5308,2,4,0
5309,1,6,3
5310,0,6,0
5311,2,4,0
5312,2,2,0
5313,2,5,2
5314,2,2,1
5315,1,7,1
5316,1,2,0
5317,4,4,3
5318,1,5,0
5319,3,0,2
5320,0,7,1
5321,1,5,2
5322,1,2,2
5323,5,7,1
5324,5,4,0
5325,0,7,1
5326,2,6,0
5327,2,1,0
5328,0,3,1
5329,2,5,0
5330,1,4,2
5331,3,3,2
5332,2,8,0
5333,1,5,0
5334,3,2,1
5335,3,4,1
5336,2,4,0
5337,0,5,1
5338,1,6,0
5339,0,4,0
5340,1,4,1
5341,1,8,0
5342,2,4,0
5343,2,10,0
5344,3,6,1
5345,3,5,1
5346,2,3,0
5347,2,1,1
5348,1,4,0
5349,0,1,1
5350,2,12,0
5351,0,5,0
5352,1,4,0
5353,3,5,1
5354,2,6,0
5355,3,4,0
5356,2,13,1
5357,1,2,1
5358,0,2,1
5359,1,5,1
5360,2,6,1
5361,2,1,0
5362,0,5,1
5363,0,3,0
5364,2,2,2
5365,0,5,2
5366,3,2,1
5367,2,4,0
5368,3,5,2
5369,0,4,0
5370,1,3,1
5371,4,3,0
5372,3,4,1
5373,1,5,0
5374,0,3,0
5375,0,6,0
5376,1,5,2
5377,1,8,2
5378,0,6,0
5379,2,5,0
5380,3,6,1
5381,3,4,0
5382,2,4,0
5383,1,4,2
5384,1,7,0
5385,0,5,0
5386,4,0,0
5387,3,8,3
5388,1,5,1
5389,1,1,2
5390,1,4,1
5391,1,6,0
5392,1,7,1
5393,0,3,3
5394,3,1,2
5395,2,5,0
5396,3,4,2
5397,1,5,1
5398,3,10,0
5399,1,6,0
5400,1,2,1
5401,3,7,2
5402,1,7,0
5403,2,4,0
5404,1,3,0
5405,1,2,3
5406,1,7,2
5407,1,5,3
5408,1,3,0
5409,1,2,3
5410,2,4,0
5411,3,1,3
5412,2,3,1
5413,0,3,1
5414,0,6,1
5415,1,2,0
5416,2,4,0
5417,1,5,0
5418,0,3,0
5419,0,6,1
5420,5,5,3
5421,1,5,0
5422,3,6,1
5423,1,6,0
5424,2,3,1
5425,4,4,0
5426,1,5,0
5427,3,8,0
5428,0,6,0
5429,2,10,1
5430,2,4,0
5431,3,7,0
5432,0,6,1
5433,3,3,2
5434,1,7,1
5435,3,4,0
5436,2,3,3
5437,2,5,0
5438,2,5,1
5439,1,10,1
5440,1,2,1
5441,3,1,0
5442,0,4,1
5443,1,2,0
5444,2,2,1
5445,0,3,1
5446,0,1,2
5447,2,3,1
5448,0,3,1
5449,1,2,4
5450,2,3,0
5451,2,4,1
5452,2,4,0
5453,1,3,3
5454,1,4,0
5455,3,3,1
5456,2,15,0
5457,2,1,1
5458,0,5,1
5459,1,3,1
5460,1,6,1
5461,2,7,0
5462,1,1,0
5463,3,6,3
5464,1,4,0
5465,1,7,0
5466,0,7,0
5467,0,4,1
5468,1,1,1
5469,1,8,0
5470,3,4,2
5471,3,4,0
5472,1,4,1
5473,2,5,2
5474,2,6,2
5475,3,8,0
5476,1,3,0
5477,2,5,0
5478,0,5,1
5479,1,6,1
5480,2,4,0
5481,0,3,3
5482,0,4,0
5483,1,8,1
5484,1,8,1
5485,1,6,1
5486,2,3,0
5487,2,2,1
5488,1,3,2
5489,1,4,2
5490,2,0,1
5491,0,3,0
5492,5,5,3
5493,1,4,1
5494,1,4,0
5495,1,5,0
5496,3,6,0
5497,0,3,0
5498,0,4,1
5499,0,6,1
5500,0,4,0
5501,1,4,3
5502,2,3,0
5503,3,3,0
5504,2,4,0
5505,1,5,2
5506,0,1,0
5507,1,4,1
5508,2,5,0
5509,2,6,2
5510,2,8,0
5511,1,5,0
5512,1,6,0
5513,1,3,0
5514,1,0,1
5515,0,5,0
5516,1,4,1
5517,2,5,1
5518,4,10,0
5519,1,3,1
5520,4,3,1
5521,1,6,0
5522,3,6,2
5523,1,10,0
5524,3,3,1
5525,4,4,2
5526,0,2,1
5527,3,0,0
5528,1,5,0
5529,1,3,2
5530,1,5,1
5531,1,3,0
5532,1,5,1
5533,2,8,0
5534,1,3,2
5535,1,6,1
5536,4,1,0
5537,1,6,2
5538,1,7,1
5539,1,5,0
5540,2,1,0
5541,1,5,1
5542,1,5,0
5543,1,4,0
5544,1,4,2
5545,3,7,0
5546,3,3,1
5547,3,5,2
5548,4,2,0
5549,1,6,0
5550,4,1,0
5551,0,3,1
5552,1,6,2
5553,2,3,2
5554,3,4,1
5555,1,1,1
5556,3,2,1
5557,2,8,2
5558,0,2,0
5559,2,5,0
5560,2,4,2
5561,2,2,1
5562,1,8,0
5563,1,2,1
5564,3,6,0
5565,2,7,2
5566,1,2,0
5567,2,5,0
5568,3,2,0
5569,2,4,2
5570,0,1,0
5571,2,4,0
5572,3,2,0
5573,3,8,0
5574,0,6,3
5575,2,10,1
5576,0,4,0
5577,2,7,1
5578,3,5,0
5579,2,1,0
5580,2,4,0
5581,0,5,1
5582,1,6,0
5583,1,1,0
5584,1,5,0
5585,2,7,0
5586,3,8,0
5587,0,3,1
5588,1,7,1
5589,0,4,1
5590,0,4,1
5591,1,3,3
5592,2,4,1
5593,1,6,0
5594,0,3,1
5595,3,7,0
5596,2,5,1
5597,2,4,1
5598,1,3,2
5599,2,3,2
5600,1,4,0
5601,1,2,2
5602,4,5,0
5603,0,4,4
5604,1,5,0
5605,1,6,0
5606,1,6,1
5607,3,2,0
5608,1,4,4
5609,4,4,1
5610,4,2,0
5611,3,5,0
5612,2,5,0
5613,2,7,1
5614,0,6,2
5615,1,3,1
5616,0,6,0
5617,2,3,1
5618,1,9,3
5619,0,4,0
5620,2,3,2
5621,1,4,1
5622,2,5,0
5623,1,3,1
5624,0,1,1
5625,3,4,1
5626,4,4,1
5627,4,6,0
5628,1,5,1
5629,1,6,0
5630,0,4,0
5631,2,5,1
5632,0,7,0
5633,0,4,0
5634,1,2,0
5635,0,2,1
5636,3,2,1
5637,1,5,3
5638,1,1,3
5639,1,8,1
5640,1,1,2
5641,1,3,1
5642,2,2,1
5643,3,4,1
5644,1,4,0
5645,2,3,2
5646,1,8,1
5647,1,6,2
5648,2,3,0
5649,2,5,2
5650,0,3,0
5651,3,6,0
5652,3,2,1
5653,2,7,0
5654,1,5,1
5655,1,7,0
5656,2,9,0
5657,1,6,1
5658,3,4,0
5659,1,5,1
5660,0,9,0
5661,3,4,1
5662,2,2,0
5663,0,1,0
5664,1,4,0
5665,1,8,2
5666,1,5,0
5667,1,4,0
5668,1,5,1
5669,2,7,3
5670,2,5,0
5671,0,10,1
5672,2,5,0
5673,1,7,1
5674,1,6,2
5675,0,2,1
5676,1,13,0
5677,1,4,5
5678,0,5,0
5679,2,5,1
5680,1,6,2
5681,4,3,2
5682,1,3,0
5683,1,5,0
5684,3,3,1
5685,0,7,0
5686,2,3,1
5687,2,6,0
5688,2,4,2
5689,1,2,2
5690,1,8,0
5691,1,4,1
5692,2,3,0
5693,1,4,2
5694,1,2,2
5695,1,4,0
5696,0,1,1
5697,0,5,0
5698,0,3,0
5699,3,5,0
5700,3,5,2
5701,3,5,0
5702,2,7,1
5703,1,4,1
5704,3,2,1
5705,2,8,1
5706,1,3,0
5707,2,5,0
5708,6,8,1
5709,2,5,1
5710,1,4,1
5711,1,5,1
5712,2,2,1
5713,4,3,2
5714,0,3,1
5715,0,2,3
5716,1,6,0
5717,5,3,0
5718,2,8,2
5719,2,2,3
5720,0,4,1
5721,0,2,1
5722,1,5,0
5723,2,6,0
5724,1,5,0
5725,4,5,0
5726,1,4,0
5727,1,8,0
5728,0,6,1
5729,4,9,1
5730,3,4,1
5731,0,4,0
5732,3,5,1
5733,1,5,1
5734,4,4,0
5735,1,4,2
5736,1,3,1
5737,3,6,0
5738,2,2,1
5739,0,3,1
5740,1,2,2
5741,3,5,0
5742,2,7,0
5743,2,7,0
5744,1,6,1
5745,2,8,1
5746,4,2,2
5747,1,2,0
5748,1,2,2
5749,2,4,1
5750,3,5,0
5751,0,3,2
5752,2,7,0
5753,2,2,1
5754,1,6,4
5755,1,3,0
5756,0,3,4
5757,1,2,2
5758,2,4,0
5759,0,3,2
5760,2,7,0
5761,0,3,2
5762,2,3,1
5763,1,3,2
5764,3,7,0
5765,3,3,1
5766,4,5,1
5767,1,4,1
5768,3,4,0
5769,4,3,0
5770,0,7,0
5771,1,4,1
5772,2,6,0
5773,1,2,0
5774,1,4,0
5775,1,3,1
5776,1,6,1
5777,3,2,0
5778,2,3,0
5779,3,5,0
5780,1,2,2
5781,1,2,2
5782,2,6,0
5783,1,4,1
5784,3,5,0
5785,3,5,1
5786,4,5,2
5787,0,2,1
5788,2,5,0
5789,2,5,4
5790,0,3,1
5791,1,4,1
5792,1,4,2
5793,1,6,2
5794,2,7,1
5795,2,3,2
5796,0,6,3
5797,2,3,0
5798,3,3,0
5799,1,3,0
5800,1,3,1
5801,0,3,0
5802,1,1,2
5803,0,9,2
5804,1,2,1
5805,2,5,3
5806,0,4,1
5807,2,7,0
5808,0,7,0
5809,1,6,0
5810,0,5,2
5811,2,8,0
5812,1,4,1
5813,1,8,1
5814,4,3,0
5815,2,5,2
5816,1,2,2
5817,2,4,0
5818,4,5,1
5819,0,1,0
5820,1,6,3
5821,5,3,1
5822,0,4,2
5823,0,8,2
5824,2,2,0
5825,0,2,0
5826,4,6,0
5827,1,6,3
5828,3,3,1
5829,1,1,0
5830,0,8,0
5831,1,4,1
5832,0,6,0
5833,1,5,0
5834,1,4,1
5835,3,5,3
5836,0,4,0
5837,0,6,0
5838,0,3,3
5839,0,3,1
5840,1,3,0
5841,2,3,0
5842,0,4,0
5843,1,5,2
5844,1,2,0
5845,1,8,1
5846,2,6,4
5847,1,6,2
5848,1,8,0
5849,3,8,2
5850,1,6,1
5851,0,7,1
5852,1,4,2
5853,1,6,0
5854,0,6,1
5855,1,3,0
5856,0,4,0
5857,1,5,0
5858,2,3,2
5859,0,4,0
5860,2,5,0
5861,1,3,0
5862,2,3,0
5863,2,7,1
5864,4,1,0
5865,2,3,0
5866,1,4,1
5867,1,1,0
5868,2,8,1
5869,1,6,0
5870,4,5,0
5871,3,7,1
5872,1,1,1
5873,0,11,2
5874,1,5,2
5875,3,9,2
5876,0,2,1
5877,0,3,1
5878,2,7,2
5879,1,3,2
5880,4,2,2
5881,3,5,0
5882,1,5,0
5883,3,5,3
5884,1,0,0
5885,0,7,0
5886,2,7,0
5887,1,6,2
5888,2,2,1
5889,3,1,0
5890,1,3,1
5891,1,7,0
5892,2,5,1
5893,1,7,1
5894,0,0,1
5895,1,3,1
5896,0,0,2
5897,2,3,0
5898,1,0,0
5899,6,6,0
5900,1,6,2
5901,1,2,0
5902,0,2,0
5903,1,2,1
5904,0,2,2
5905,0,5,0
5906,2,4,1
5907,1,8,1
5908,0,4,3
5909,2,2,2
5910,2,6,0
5911,4,4,1
5912,0,1,2
5913,0,5,3
5914,2,4,1
5915,2,3,0
5916,1,3,0
5917,2,5,1
5918,3,4,0
5919,2,3,0
5920,2,2,0
5921,2,5,1
5922,0,7,0
5923,0,4,0
5924,4,3,1
5925,1,7,1
5926,2,9,0
5927,2,2,1
5928,2,4,1
5929,1,3,0
5930,1,6,0
5931,4,2,1
5932,3,8,0
5933,2,5,0
5934,2,4,2
5935,2,4,1
5936,1,7,0
5937,1,3,2
5938,2,2,1
5939,1,0,0
5940,0,6,1
5941,1,8,2
5942,5,6,1
5943,0,6,1
5944,2,4,2
5945,5,4,1
5946,3,3,1
5947,3,1,0
5948,2,4,1
5949,5,3,1
5950,0,6,0
5951,1,4,0
5952,2,7,0
5953,0,5,1
5954,1,6,1
5955,3,4,3
5956,3,7,2
5957,1,6,2
5958,5,2,0
5959,2,1,1
5960,1,4,2
5961,0,9,0
5962,0,2,1
5963,3,5,0
5964,0,8,0
5965,4,8,2
5966,0,10,0
5967,4,6,1
5968,1,6,0
5969,2,8,0
5970,3,8,1
5971,1,3,2
5972,2,5,1
5973,3,5,0
5974,0,2,0
5975,4,2,0
5976,3,7,1
5977,2,3,0
5978,1,4,2
5979,1,4,1
5980,3,2,2
5981,2,6,0
5982,3,5,1
5983,1,5,3
5984,1,6,1
5985,3,7,1
5986,2,10,1
5987,5,4,0
5988,0,4,0
5989,1,3,0
5990,1,3,1
5991,2,6,0
5992,0,4,0
5993,2,7,0
5994,3,2,0
5995,1,4,0
5996,1,8,1
5997,0,5,0
5998,1,6,3
5999,2,2,0
6000,1,5,1
6001,1,7,1
6002,2,5,1
6003,2,6,0
6004,3,5,0
6005,1,0,1
6006,1,2,1
6007,0,6,1
6008,2,3,1
6009,1,6,1
6010,3,6,0
6011,2,4,0
6012,3,6,2
6013,0,5,1
6014,0,4,1
6015,3,4,1
6016,0,6,0
6017,3,5,0
6018,0,6,0
6019,7,9,0
6020,2,2,0
6021,3,6,2
6022,2,3,2
6023,3,3,1
6024,1,8,1
6025,0,4,0
6026,1,4,0
6027,1,2,2
6028,2,2,0
6029,2,4,0
6030,1,4,0
6031,0,2,1
6032,0,2,1
6033,4,5,0
6034,0,6,1
6035,0,4,2
6036,2,5,1
6037,1,3,0
6038,2,7,0
6039,3,7,0
6040,0,1,0
6041,0,9,1
6042,3,5,0
6043,4,2,0
6044,3,4,1
6045,5,4,4
6046,1,5,1
6047,1,6,1
6048,0,2,0
6049,0,3,1
6050,3,3,1
6051,1,2,0
6052,0,7,0
6053,1,2,0
6054,4,5,3
6055,2,6,0
6056,0,7,1
6057,2,5,0
6058,0,6,4
6059,2,4,1
6060,0,1,2
6061,2,4,3
6062,0,5,2
6063,2,9,1
6064,0,7,0
6065,1,8,2
6066,4,7,0
6067,0,11,3
6068,1,4,0
6069,2,4,0
6070,1,5,1
6071,1,5,0
6072,1,7,1
6073,2,2,1
6074,1,8,0
6075,2,5,2
6076,3,6,2
6077,2,4,0
6078,1,5,0
6079,1,6,1
6080,0,4,2
6081,4,4,2
6082,2,7,0
6083,4,3,0
6084,2,1,1
6085,5,5,0
6086,0,4,0
6087,2,3,0
6088,3,6,0
6089,4,1,1
6090,2,8,2
6091,0,2,0
6092,0,2,0
6093,3,4,2
6094,2,3,2
6095,5,6,1
6096,1,4,1
6097,2,1,0
6098,1,5,3
6099,1,4,0
6100,1,5,1
6101,1,4,1
6102,3,4,1
6103,3,8,0
6104,0,8,2
6105,1,5,2
6106,1,5,0
6107,4,2,1
6108,3,1,0
6109,1,5,0
6110,2,6,2
6111,0,5,1
6112,2,8,3
6113,0,6,2
6114,0,6,0
6115,2,5,0
6116,1,5,1
6117,4,4,1
6118,1,3,3
6119,3,10,0
6120,1,5,0
6121,2,0,2
6122,0,4,1
6123,1,4,0
6124,1,4,0
6125,0,0,1
6126,0,4,0
6127,3,1,0
6128,1,7,1
6129,1,3,0
6130,1,0,2
6131,1,4,0
6132,0,5,0
6133,2,7,0
6134,2,3,1
6135,1,4,1
6136,2,6,0
6137,1,1,0
6138,4,7,2
6139,0,3,3
6140,1,7,1
6141,3,8,2
6142,1,3,1
6143,1,6,2
6144,0,4,0
6145,3,3,0
6146,1,10,2
6147,2,4,1
6148,1,7,0
6149,1,6,1
6150,0,3,2
6151,6,4,1
6152,1,4,1
6153,0,3,0
6154,2,5,1
6155,2,2,1
6156,2,4,2
6157,3,7,2
6158,3,6,1
6159,2,5,2
6160,1,4,1
6161,2,5,0
6162,1,4,2
6163,2,2,1
6164,0,8,0
6165,2,5,1
6166,2,5,1
6167,0,6,1
6168,3,5,0
6169,3,7,1
6170,2,4,1
6171,0,3,0
6172,2,2,3
6173,6,3,1
6174,1,3,2
6175,2,3,2
6176,0,2,1
6177,0,7,2
6178,1,1,0
6179,1,7,1
6180,3,7,0
6181,1,5,0
6182,1,1,1
6183,2,5,0
6184,1,6,0
6185,1,7,2
6186,5,3,2
6187,0,8,1
6188,1,6,0
6189,1,2,1
6190,2,6,0
6191,3,6,2
6192,3,2,1
6193,2,2,1
6194,0,8,1
6195,0,4,0
6196,1,6,0
6197,1,3,1
6198,1,4,1
6199,3,1,0
6200,2,3,2
6201,1,5,0
6202,2,6,3
6203,0,3,2
6204,1,2,0
6205,2,3,0
6206,3,6,1
6207,4,4,1
6208,3,4,0
6209,1,6,1
6210,3,1,1
6211,0,4,0
6212,2,4,0
6213,4,2,0
6214,3,3,0
6215,0,3,0
6216,1,2,3
6217,1,6,0
6218,2,4,1
6219,1,5,1
6220,0,5,1
6221,1,5,0
6222,4,8,0
6223,3,8,0
6224,2,5,0
6225,1,5,1
6226,1,7,0
6227,1,6,1
6228,1,4,0
6229,4,1,0
6230,4,3,3
6231,1,3,1
6232,2,2,1
6233,2,7,0
6234,2,7,1
6235,0,5,1
6236,2,6,1
6237,3,4,0
6238,1,4,1
6239,2,1,1
6240,2,2,1
6241,0,3,0
6242,1,3,1
6243,1,3,0
6244,3,4,1
6245,0,4,2
6246,0,6,3
6247,1,4,3
6248,2,11,1
6249,2,4,0
6250,1,5,1
6251,1,7,1
6252,3,2,2
6253,1,12,0
6254,2,1,0
6255,1,2,0
6256,1,6,0
6257,1,4,0
6258,1,5,0
6259,2,5,0
6260,3,4,2
6261,2,2,0
6262,5,9,0
6263,0,3,2
6264,1,3,1
6265,2,2,2
6266,0,4,1
6267,0,1,0
6268,2,5,0
6269,2,3,0
6270,1,11,0
6271,3,5,1
6272,1,1,0
6273,1,4,0
6274,1,3,0
6275,2,1,0
6276,2,7,3
6277,2,4,0
6278,0,3,2
6279,2,4,0
6280,1,10,0
6281,0,4,1
6282,3,3,0
6283,0,6,1
6284,2,7,2
6285,2,5,3
6286,2,3,0
6287,0,5,1
6288,0,0,1
6289,3,3,1
6290,3,3,2
6291,0,9,0
6292,0,3,0
6293,2,6,1
6294,0,6,0
6295,0,5,0
6296,1,3,0
6297,0,1,1
6298,2,4,2
6299,6,5,1
6300,3,3,1
6301,1,7,1
6302,1,5,0
6303,1,3,1
6304,1,3,1
6305,1,5,3
6306,1,8,0
6307,1,4,2
6308,3,6,1
6309,1,5,0
6310,1,4,1
6311,1,5,0
6312,2,7,0
6313,0,6,2
6314,0,3,0
6315,1,4,0
6316,2,5,0
6317,2,4,4
6318,0,1,0
6319,1,5,0
6320,1,3,0
6321,3,4,0
6322,2,6,0
6323,0,4,0
6324,2,6,1
6325,2,4,2
6326,0,8,0
